index,prediction
45876,237.0 millilitre
45879,
45880,12.0 volt
45906,
45924,250.0 watt
45925,
45933,
45961,175.0 pound
45964,
45965,36.0 watt
45967,18.0 volt
45986,330.0 pound
45991,
46013,
46021,
46026,
46028,18.0 millilitre
46046,
46048,
46050,
46057,15.0 pound
46065,
46076,700.0 watt
46077,
46078,
46084,250.0 millilitre
46095,
46096,29.0 watt
46098,24.0 volt
46114,1300.0 watt
46122,28
46127,72.0 volt
46130,660.0 pound
46139,330.0 pound
46151,
46152,
46158,
46171,265.0 pound
46194,330.0 pound
46208,22.0 pound
46212,12.0 volt
46217,500.0 watt
46218,
46221,220.0 pound
46227,215.0 millilitre
46231,
46247,
46248,
46250,
46263,35.0 kilogram
46273,
46284,1200.0 watt
46297,
46306,4018
46329,
46335,
46343,100
46346,265.0 pound
46354,
46359,
46362,59.0 millilitre
46373,
46380,12.0 volt
46381,1.20 watt
46446,220.0 pound
46448,
46452,
46453,
46465,
46467,37.0 watt
46489,
46490,
46493,3.70 volt
46540,1600.0 watt
46598,
46600,
46601,
46611,
46612,1700.0 watt
46630,
46632,750.0 millilitre
46644,1500.0 watt
46645,
46685,500.0 watt
46689,
46704,
46715,7.0 pound
46718,1800.0 watt
46736,
46737,946.0 millilitre
46740,1360.0 watt
46741,220.0 volt
46742,100.0 gram
46753,50.0 watt
46757,
46758,
46784,5.0 watt
46785,120.0 volt
46789,110.0 volt
46807,
46810,220.0 pound
46814,12.0 volt
46815,4.30 watt
46816,150.0 kilogram
46836,35.0 pound
46843,330.0 pound
46852,
46853,3000.0 watt
46879,
46894,450.0 pound
46895,
46929,12.0 volt
46930,
46933,177.0 millilitre
46940,150.0 pound
46960,2.2 pound
46964,55.0 pound
46983,
46995,1700.0 watt
46996,
47011,120.0 watt
47013,
47014,
47016,
47035,330.0 pound
47038,
47064,
47065,
47071,
47072,
47088,440.0 pound
47090,
47095,
47096,24.0 volt
47110,
47111,
47148,165.0 watt
47149,16523002.0 volt
47155,50.0 kilogram
47191,
47192,
47196,
47225,215115.0 watt
47226,10.0 watt
47227,
47240,250.0 millilitre
47247,1500.0 watt
47248,
47269,
47270,12.0 volt
47322,230.0 watt
47323,120.0 volt
47338,
47359,2.0 millilitre
47364,
47365,50.0 watt
47374,
47384,60.0 kilogram
47390,450.0 pound
47398,1500.0 watt
47399,
47404,3785.0 millilitre
47418,350.0 watt
47440,330.0 pound
47450,
47451,
47458,12.0 volt
47459,
47468,330.0 pound
47495,
47496,
47506,
47511,
47512,
47522,50.0 kilogram
47531,
47532,
47535,
47539,
47547,
47548,29.0 watt
47569,
47589,
47590,
47599,
47600,15.0 watt
47602,
47603,650.0 watt
47605,150.0 kilogram
47628,
47629,
47646,
47653,
47654,
47661,60.0 volt
47662,
47666,250.0 pound
47680,25.0 pound
47682,
47683,
47696,120.0 watt
47698,
47701,1000.0 watt
47703,
47708,20.0 volt
47709,
47716,
47717,"[220.0, 240.0] volt"
47724,
47725,1800.0 watt
47727,440.0 millilitre
47735,150.0 pound
47762,0.0 watt
47763,230.0 volt
47771,300.0 pound
47779,
47785,120.0 pound
47791,1500.0 watt
47792,
47809,12.0 volt
47813,300.0 pound
47814,220.0 volt
47815,
47816,
47817,
47820,
47834,22
47843,37.0 pound
47865,
47866,
47889,8
47931,48.0 volt
47938,
47958,
47959,39.0 watt
47976,3.0 watt
47977,
47994,330.0 pound
48029,95.0 pound
48051,7.40 volt
48052,870.0 gram
48063,355.0 millilitre
48069,220.0 pound
48077,
48081,
48083,
48084,
48095,48.0 pound
48097,
48111,110.0 volt
48112,
48142,
48143,9.88 watt
48146,946.0 millilitre
48151,355.0 millilitre
48152,30
48160,1.0 gallon
48175,"[220.0, 240.0] volt"
48185,3000.0 pound
48189,32.0 fluid ounce
48192,22.20 volt
48197,
48198,
48205,176.0 pound
48211,150.0 kilogram
48213,110.0 pound
48228,24.1 millilitre
48231,
48233,
48235,
48236,
48248,
48264,330
48267,12.76 watt
48268,
48281,15.0 millilitre
48282,
48283,12.0 volt
48293,
48296,
48306,286.0 pound
48316,1700.0 watt
48317,220.0 pound
48323,1500.0 watt
48378,
48379,1500.0 watt
48386,1000.0 millilitre
48392,300.0 pound
48411,18.0 volt
48427,85.0 pound
48443,355.0 millilitre
48454,200.0 pound
48462,30.0 pound
48476,1500.0 watt
48477,
48479,
48480,37.0 watt
48483,
48486,443.0 millilitre
48490,10.0 kilogram
48514,600.0 pound
48515,21.0 volt
48519,
48520,
48535,
48542,265.0 pound
48546,330.0 millilitre
48547,
48551,
48564,0.6
48574,
48581,290.0 millilitre
48582,14.0 millilitre
48593,414.0 millilitre
48606,
48608,800.0 watt
48609,120.0 volt
48636,
48637,
48648,125.0 volt
48649,2300.0 kilowatt
48652,
48653,
48654,500.0 watt
48655,
48662,40.0 watt
48663,
48671,400.0 pound
48685,
48686,
48696,60.0 millilitre
48706,600.0 watt
48708,
48715,
48716,
48724,120.0 kilogram
48751,
48753,300.0 watt
48761,7
48770,
48771,
48772,
48794,150.0 millilitre
48808,248.0 millilitre
48818,700.0 watt
48822,
48823,120.0 volt
48825,60.0 watt
48849,1100.0 watt
48870,
48883,5.0 volt
48899,
48916,450.0 pound
48928,220.0 pound
48951,
48952,
48977,
49004,220.0 pound
49011,75.0 pound
49024,220
49055,1500.0 watt
49056,
49066,1250.0 pound
49091,120.0 volt
49092,
49108,
49121,325.0 millilitre
49139,220
49146,12.0 volt
49147,10.0 kilogram
49148,
49151,
49153,
49165,
49166,1800.0 watt
49172,45.0 watt
49173,
49191,2.0 pound
49223,
49225,220.0 volt
49237,
49238,12.0 volt
49252,5.0 volt
49253,0.90 watt
49272,
49276,
49277,1700.0 watt
49341,46.0 watt
49342,
49354,1.0 watt
49355,20.0 volt
49357,750.0 millilitre
49364,
49367,176.0 pound
49375,12.0 volt
49391,
49397,
49398,1250.0 watt
49406,
49408,230.0 volt
49410,900.0 watt
49432,65.0 pound
49459,993.0 millilitre
49473,
49474,
49478,
49485,300.0 pound
49491,
49492,115.0 volt
49497,
49498,
49501,60.0 watt
49502,
49503,
49505,
49534,
49535,
49554,300.0 pound
49558,
49559,
49570,1200.0 watt
49571,
49628,
49629,
49640,3301
49660,200.0 pound
49669,600.0 pound
49675,
49685,
49686,
49692,
49698,
49699,60.0 watt
49703,1500.0 watt
49704,
49737,20.0 pound
49738,
49739,700.0 watt
49752,330.0 pound
49753,1.20 volt
49793,
49797,0.0 watt
49798,
49799,18.0 volt
49808,
49809,
49816,32.0 fluid ounce
49819,44.0 pound
49827,
49830,
49832,
49839,6600.0 pound
49844,120.0 volt
49845,
49846,24.0 volt
49847,
49853,
49940,52
49950,
49951,
49955,
49956,
49968,
49975,330
49978,168.0 fluid ounce
49979,700.0 watt
50017,1100.0 pound
50027,
50069,
50073,200.0 watt
50078,5.0 volt
50079,
50098,
50108,250.0 watt
50112,220
50130,
50131,1400.0 watt
50137,2.50 volt
50138,
50144,350.0 millilitre
50153,20.0 volt
50186,500.0 millilitre
50187,800.0 pound
50196,3.80 volt
50217,
50232,
50253,2000.0 watt
50254,
50258,
50260,
50261,
50263,400.0 pound
50272,300.0 watt
50300,1200.0 watt
50334,0.90 watt
50335,24.0 volt
50339,500.0 pound
50358,3.0 quart
50361,4
50385,118.0 millilitre
50399,30.0 watt
50410,1000.0 watt
50415,10.0 watt
50416,
50449,
50450,1500.0 watt
50460,66.0 pound
50468,
50470,432.0 watt
50472,440.0 pound
50502,3.85 volt
50509,
50510,
50517,60
50537,100.0 millilitre
50538,
50539,
50541,
50542,
50546,440.0 pound
50566,
50571,1250.0 watt
50572,
50594,400.0 pound
50597,8.0 volt
50598,
50606,18000.0 pound
50607,35.0 pound
50638,
50639,
50661,300.0 pound
50677,354.0 millilitre
50679,1.50 volt
50691,220.0 pound
50707,7
50723,
50724,1700.0 watt
50727,21.0 volt
50736,200.0 pound
50739,
50741,
50810,
50811,
50822,15.0 kilogram
50826,
50837,180.0 pound
50846,
50847,
50905,
50906,10.0 watt
50910,300.0 pound
50916,800.0 pound
50932,
50934,
50941,
50942,
50943,
50950,95.0 kilogram
50987,
50995,330.0 pound
50998,
50999,
51006,454.0 kilogram
51012,110
51018,1.30 watt
51019,12.0 volt
51066,8
51081,220.0 pound
51109,1.0 quart
51111,
51126,
51133,
51163,
51164,
51173,473.0 millilitre
51217,1500.0 watt
51218,
51220,
51221,1700.0 watt
51232,220.0 pound
51237,1800.0 watt
51261,
51262,
51266,12.0 volt
51304,
51317,700.0 pound
51320,250.0 pound
51330,95.0 millilitre
51333,
51342,
51343,
51344,
51357,19.7
51367,
51378,
51381,
51383,300.0 pound
51384,355.0 millilitre
51393,220.0 pound
51410,660.0 pound
51411,
51419,
51420,
51423,60.0 millilitre
51425,
51426,1700.0 watt
51429,33
51467,113
51482,
51499,"[220.0, 240.0] volt"
51500,6600.0 watt
51507,250.0 volt
51508,1500.0 watt
51512,5.0 volt
51535,160.0 fluid ounce
51556,6.0 ton
51564,
51584,125.0 millilitre
51597,1400.0 watt
51598,
51610,
51642,
51662,700.0 watt
51666,
51699,210.0 ton
51701,240.0 watt
51708,
51709,
51711,
51712,
51730,4.0 watt
51731,12.0 volt
51732,1250.0 watt
51738,20.0 volt
51775,
51777,355.0 millilitre
51780,147.0 gram
51791,
51792,
51798,1260.0 watt
51799,
51841,
51851,12.0 watt
51853,
51854,330.0 pound
51858,8
51865,
51866,
51923,
51924,
51930,2000.0 pound
51940,
51942,
51943,
51958,220
51974,
51979,2800.0 watt
51981,"[220.0, 240.0] volt"
52004,220.0 volt
52005,44.0 watt
52011,
52023,
52024,238.0 watt
52064,
52073,
52074,
52109,
52114,12.0 volt
52115,
52116,
52118,
52141,
52147,
52152,18.0 volt
52166,215
52187,
52191,
52192,
52203,
52218,
52234,300.0 pound
52242,
52257,1000.0 pound
52282,330330
52293,45.0 pound
52295,21.0 volt
52305,280.0 pound
52319,400.0 pound
52323,4.20 volt
52324,35.0 watt
52325,
52327,650.0 watt
52334,300.0 pound
52346,100
52352,2400.0 watt
52353,
52354,355.0 millilitre
52368,243.0 pound
52384,
52387,95.0 litre
52392,
52407,
52434,
52436,
52440,100.0 kilogram
52445,
52446,12.0 volt
52459,35.0 pound
52471,
52485,236.0 millilitre
52532,
52533,800.0 watt
52540,9.0 kilogram
52542,
52564,220.0 pound
52598,5.0 volt
52599,2.0 watt
52621,
52636,
52637,
52644,
52709,550.0 watt
52720,
52725,7
52733,32.0 fluid ounce
52749,12.0 volt
52750,
52753,44.0 pound
52768,1500.0 watt
52769,
52795,800.0 pound
52810,
52811,220.0 volt
52813,265.0 pound
52840,2500
52841,
52842,90.0 kilogram
52849,1500.0 watt
52854,
52877,200.0 pound
52878,220.0 pound
52882,12.0 watt
52884,
52914,18.0 watt
52922,
52929,110.0 volt
52960,
52961,
52988,
52990,500.0 watt
53008,5.0 gram
53036,
53058,220.0 pound
53074,473.0 millilitre
53087,
53120,150.0 kilogram
53122,50.0 pound
53143,
53163,
53164,1500.0 watt
53170,
53174,220.0 pound
53221,330.0 pound
53228,1500.0 watt
53229,
53238,946.0 millilitre
53242,750.0 millilitre
53243,
53248,1200.0 watt
53249,
53260,12.0 volt
53261,0.70 watt
53283,3
53298,53.1
53315,1500.0 watt
53316,
53340,
53352,
53371,
53382,52.20 watt
53392,365.0 pound
53402,
53403,
53410,
53415,110.0 volt
53416,
53429,11.10 volt
53442,661.0 pound
53451,10.0 pound
53453,
53459,21.0 volt
53461,265.0 pound
53470,
53471,330.0 pound
53476,
53477,65.0 watt
53481,36.0 watt
53482,120.0 volt
53503,66.0 pound
53560,
53561,4.0 watt
53592,
53594,
53597,
53598,7.40 volt
53600,
53609,
53611,
53612,46.0 watt
53623,12
53633,1601
53663,
53664,1800.0 watt
53674,66.0 pound
53687,1212.0 volt
53692,560.0 pound
53701,30
53727,
53747,220.0 pound
53794,440.0 pound
53797,
53798,
53804,
53805,330.0 pound
53810,
53811,
53812,
53814,
53816,176
53845,
53846,5.0 volt
53859,35.0 pound
53867,
53868,
53892,18
53896,400.0 pound
53897,500.0 watt
53899,
53929,180.0 pound
53989,
53990,12.0 volt
53994,
53995,1500.0 watt
54028,
54029,12.82 watt
54030,
54056,15.0 pound
54074,
54079,
54080,
54102,
54106,15.0 millilitre
54107,300.0 pound
54120,
54124,33.0 pound
54125,24.0 volt
54173,5.0 volt
54201,
54223,300.0 pound
54224,3.9 pound
54229,550.0 watt
54231,300.0 watt
54232,
54249,
54251,12.0 volt
54280,
54281,24.0 volt
54285,9525.0 volt
54286,5.0 watt
54291,1
54299,
54300,12.0 volt
54307,
54308,35.0 watt
54363,120.0 kilogram
54369,
54370,
54391,
54392,34.0 watt
54408,8.0 millilitre
54418,31.0 pound
54434,475.0 watt
54454,0.8 kilogram
54482,29.0 millilitre
54490,
54493,21.0 volt
54502,
54503,36.0 watt
54504,6500.0 pound
54528,
54529,120.0 volt
54535,600.0 watt
54538,2.0 volt
54539,32.0 watt
54564,
54569,
54578,
54606,
54607,
54619,0.50 watt
54620,
54626,200.0 pound
54637,215.0 millilitre
54647,
54649,3.40 watt
54650,24.0 volt
54655,
54656,
54661,
54676,
54677,21.0 watt
54680,28
54681,946.0 millilitre
54692,
54734,22.0 pound
54744,200.0 watt
54746,
54747,
54770,
54778,
54794,110.0 volt
54795,700.0 watt
54800,
54817,400.0 pound
54819,87
54820,
54821,
54824,
54832,660.0 pound
54868,
54869,9.0 volt
54876,
54907,30.0 volt
54908,7313.0 watt
54913,150.0 millilitre
54935,
54936,5.0 volt
54950,35.0 pound
54953,
54954,
54967,150.0 kilogram
54993,
54994,
55001,"[220.0, 240.0] volt"
55002,
55008,120.0 volt
55040,
55044,12.0 volt
55045,3.80 watt
55051,
55052,
55073,
55077,
55078,500.0 watt
55110,354.0 millilitre
55120,
55121,48.4
55127,
55128,
55129,15.0 pound
55132,
55141,
55151,12.0 volt
55152,4.50 watt
55158,330.0 pound
55164,60.0 pound
55171,330.0 pound
55172,30.0 pound
55209,"200[220.0, 240.0] volt"
55210,85.0 watt
55225,265.0 pound
55229,
55230,750.0 watt
55233,
55253,60.0 watt
55269,
55270,
55272,200.0 kilogram
55296,25.0 volt
55297,11.0 watt
55332,220.0 volt
55333,850.0 watt
55338,100.0 kilogram
55358,1.0 litre
55359,10.0 watt
55373,
55374,
55384,50.0 pound
55398,
55408,1.20 watt
55409,24.0 volt
55422,
55431,4.80 watt
55432,28.0 volt
55439,
55440,
55454,
55455,
55462,115.0 volt
55463,480.0 watt
55475,350.0 pound
55507,115.0 volt
55510,18.0 millilitre
55520,32.0 watt
55521,
55529,500.0 pound
55530,
55545,1100.0 pound
55553,500.0 watt
55574,
55575,"[220.0, 240.0] volt"
55578,
55579,
55586,
55587,8002.0 watt
55617,45.0 pound
55619,
55620,
55626,20.0 volt
55665,
55669,29
55733,
55734,
55740,
55741,
55763,440.0 pound
55768,220
55783,1000.0 watt
55784,120.0 volt
55790,500.0 pound
55803,
55804,21.0 volt
55812,
55819,
55820,
55823,265.0 pound
55841,30.0 pound
55847,265.0 pound
55857,150.0 kilogram
55859,
55878,75.0 millilitre
55893,
55894,
55915,11.0 fluid ounce
55917,100.0 millilitre
55926,29.0 watt
55928,
55929,33.0 pound
55938,100.0 pound
55939,500.0 pound
55958,
55959,12.0 volt
55963,12.0 volt
55991,1000
56011,220.0 pound
56016,
56019,220.0 pound
56028,120.0 kilogram
56052,120.0 volt
56056,
56061,2330.0 millilitre
56063,
56064,
56073,
56074,440.0 pound
56085,
56089,367
56119,
56120,
56122,250.0 kilogram
56175,95.0 litre
56201,5.0 volt
56202,
56206,220.0 pound
56221,
56227,5.0 volt
56229,330.0 pound
56230,355.0 millilitre
56233,12.0 volt
56241,40102.0 volt
56242,1.44 watt
56254,473.0 millilitre
56272,7.0 pound
56279,265
56303,240
56304,
56331,1800.0 watt
56332,
56340,4.80 watt
56341,47.14 volt
56363,55.0 pound
56378,
56379,
56398,
56415,330.0 pound
56429,
56433,4.0 gram
56448,20.0 volt
56459,50.0 pound
56472,
56473,
56475,200.0 gram
56482,32.50 watt
56483,
56517,
56523,220.0 volt
56524,34.0 watt
56527,1.40 watt
56528,24.0 volt
56529,236.0 millilitre
56534,
56535,
56567,200.0 pound
56570,250.0 watt
56578,
56579,120.0 watt
56586,230.0 volt
56588,300.0 pound
56596,
56614,58
56641,
56642,
56643,14.11 watt
56663,
56664,7.0 watt
56686,400.0 pound
56693,105.0 watt
56694,
56699,29.6 millilitre
56704,330.0 pound
56708,235.0 pound
56717,9.36 watt
56718,24.0 volt
56732,0.36 watt
56733,
56779,5.0 kilogram
56790,
56801,200.0 watt
56823,50.0 watt
56827,13.80 volt
56828,5.40 watt
56836,
56846,
56904,
56905,
56906,20.0 volt
56907,265.0 pound
56911,
56912,
56916,20.0 volt
56922,800
56923,48.0 volt
56936,350.0 pound
56969,
56986,5.0 volt
56987,65.0 watt
56992,100.0 kilogram
57002,
57003,110.0 volt
57022,350.0 millilitre
57027,25.0 pound
57033,
57035,
57036,
57049,
57054,
57055,
57065,1.0 litre
57066,100.0 kilogram
57073,132.0 pound
57079,1.80 watt
57080,12.0 volt
57085,
57086,500.0 watt
57087,3
57090,450.0 pound
57092,1.2 millilitre
57097,120.0 kilogram
57105,340.0 millilitre
57114,
57115,
57117,60.0 volt
57118,
57129,
57150,850.0 watt
57193,14.0 millilitre
57216,
57217,
57233,190.0 millilitre
57240,
57259,500.0 millilitre
57261,4
57262,21.0 volt
57264,
57279,1700.0 watt
57280,
57293,1000.0 watt
57310,300.0 pound
57312,
57336,
57344,
57356,53.0 volt
57357,22.0 watt
57358,4.0 ton
57359,150.0 kilogram
57380,220.0 pound
57383,50.0 pound
57385,52
57414,
57419,
57425,21.0 volt
57458,1600.0 watt
57459,110.0 volt
57486,220.0 pound
57505,
57506,
57509,
57514,8.0 millilitre
57520,300.0 pound
57525,2800
57526,
57576,140
57582,110.0 kilogram
57584,4500.0 watt
57585,
57596,30
57603,35.0 pound
57606,60.0 millilitre
57608,330.0 pound
57611,150.0 kilogram
57619,115.0 volt
57620,
57630,
57639,21.0 volt
57663,5.0 volt
57672,8
57679,
57691,
57702,36.0 watt
57710,240.0 millilitre
57715,
57716,
57719,330.0 pound
57720,
57721,
57754,65.0 watt
57776,300.0 pound
57785,67.0 gram
57818,250.0 kilogram
57828,150.0 kilogram
57846,330.0 pound
57851,
57852,
57888,
57911,15.20 volt
57925,400.0 watt
57931,
57932,
57951,
57952,300.0 pound
57953,300
57972,
57988,
57989,40
58020,24.5
58022,250.0 pound
58036,
58043,330.0 pound
58050,350.0 pound
58061,
58063,
58067,
58068,
58112,950
58114,50.0 pound
58118,36.0 pound
58131,
58132,
58152,
58153,18.0 volt
58171,20.0 volt
58172,
58176,800.0 pound
58177,26.0 pound
58191,10.0 kilogram
58214,660.0 pound
58234,
58235,
58249,33.0 pound
58253,300.0 watt
58254,120.0 volt
58255,4.0 watt
58256,15.0 volt
58259,"[220.0, 240.0] volt"
58260,
58278,15.0 watt
58286,
58289,
58298,0.96 watt
58299,12.0 volt
58315,12.0 volt
58316,
58326,
58327,2.0 watt
58329,24.0 volt
58362,
58369,
58401,
58412,3.0 ton
58421,15.0 millilitre
58426,
58427,
58429,500.0 watt
58430,
58433,
58444,650.0 watt
58445,66.0 pound
58456,
58458,
58460,150.0 kilogram
58485,125.0 pound
58528,21.60 volt
58529,
58532,
58533,
58537,115.0 volt
58538,60.0 watt
58569,135.0 pound
58570,
58571,
58591,100.0 pound
58617,5.3 kilogram
58646,50.0 pound
58658,
58677,
58680,946.0 millilitre
58682,330.0 pound
58685,
58686,
58688,1000.0 watt
58690,8.0 volt
58700,11.0 watt
58701,25.0 volt
58719,150.0 kilogram
58740,
58755,
58760,12.0 millilitre
58795,300.0 pound
58806,880.0 pound
58826,870.0 watt
58827,
58841,10.0 kilogram
58892,30.0 watt
58899,4.0 volt
58902,45.0 pound
58904,
58917,236.0 millilitre
58918,66.0 pound
58920,
58935,35.0 pound
58945,29.5 millilitre
58955,0.10 watt
58956,
58964,
58965,12.0 volt
58972,110.0 volt
58982,1.70 watt
58983,13.0 volt
58992,500.0 watt
58999,1600.0 watt
59004,330.0 millilitre
59008,10.0 millilitre
59009,44.0 pound
59010,275.0 pound
59065,12.0 volt
59066,2.90 watt
59077,
59080,
59081,
59083,265.0 pound
59088,
59090,
59110,
59111,
59120,
59121,12.0 volt
59125,
59146,300.0 kilogram
59147,
59148,
59150,120.0 watt
59151,12.0 volt
59155,6.0 watt
59170,
59172,
59177,
