,index,prediction
1575,30879,165.0 pound
2470,30892,
1609,30893,
1576,30930,24
2471,30938,
1610,30939,1700.0 watt
1577,30979,70
1578,30983,330.0 pound
2472,30990,24.0 volt
1611,30991,
986,31020,946.0 millilitre
1612,31033,
2473,31034,
1613,31036,
2474,31037,
2475,31081,
1614,31082,
1615,31117,
2476,31118,
2477,31120,
1616,31123,13.0 watt
2478,31124,
1617,31144,
2479,31145,
1008,31146,
1031,31147,
1579,31152,500.0 gram
1580,31161,220.0 pound
2480,31164,
2481,31171,
1618,31173,58.0 watt
2482,31174,
2483,31177,
1619,31178,
1581,31179,2272
1620,31184,
2484,31186,
1582,31191,24.5
1621,31238,1800.0 watt
1583,31249,330.0 pound
1622,31281,
2485,31282,115.0 volt
1584,31297,60
1585,31300,50.0 pound
1623,31305,
2486,31310,110.0 volt
1624,31311,
1625,31316,
2487,31317,
1586,31318,75.0 pound
2488,31326,
1626,31327,
1587,31334,2000.0 pound
1627,31348,
2489,31350,
1588,31353,300.0 pound
1628,31368,100.0 watt
1629,31380,
1589,31397,250.0 kilogram
1630,31408,4.10 watt
2490,31409,12.0 volt
2491,31414,3.70 volt
2492,31457,
921,31478,330.0 millilitre
1590,31484,40.0 pound
1631,31494,1500.0 watt
2493,31498,
1056,31515,236.6 millilitre
2494,31520,21.0 volt
1193,31555,
1194,31556,237.0 millilitre
1591,31566,200.0 pound
1592,31584,265.0 pound
1593,31600,17.0 pound
2495,31606,10.0 volt
2496,31609,
2497,31615,12.0 volt
1632,31616,
2498,31626,
1594,31647,30.0 pound
2499,31649,12.0 volt
1633,31650,
2500,31661,
1634,31668,
2501,31669,
1595,31694,2000.0 gram
2502,31713,
1635,31714,42.0 watt
1204,31734,
1636,31737,
2503,31738,
1637,31800,
2504,31801,
1638,31837,950.0 watt
2505,31838,
1639,31856,1400.0 watt
2506,31857,
1596,31862,35.0 pound
2507,31869,24.0 volt
1640,31885,
1065,31909,
2508,31939,12.0 volt
1641,31940,
2509,31943,110.0 volt
2510,31966,
1642,31967,6.0 kilowatt
2511,31977,
1643,31978,
2512,31994,
1597,31998,300.0 pound
1598,32020,880.0 pound
1599,32041,280.0 pound
1600,32047,220.0 pound
2513,32063,
1644,32064,10.0 watt
2514,32083,20.0 volt
1601,32100,350.0 pound
1602,32115,0.6
2140,32122,
1603,32125,6
1604,32128,50.0 pound
2129,32160,750.0 millilitre
1605,32165,17.5
1606,32176,
1645,32209,21.0 watt
2515,32210,
1646,32213,
2516,32214,
1647,32246,
2517,32247,7.40 volt
1648,32251,144.0 watt
1649,32252,2400.0 watt
2518,32254,110.0 volt
1607,32260,1.0 gram
1650,32285,
2519,32286,
2520,32298,220.0 volt
1651,32299,1400.0 watt
1608,32316,20.0 kilogram
2048,32323,330.0 millilitre
1652,32342,650.0 watt
1653,32349,900.0 watt
1654,32355,1450.0 watt
2521,32356,
1609,32364,250.0 pound
1655,32371,
2522,32372,
2523,32378,110.0 volt
1656,32379,3000.0 watt
2524,32397,
1610,32408,2
2040,32427,400.0 millilitre
1611,32460,0
2525,32466,115.0 volt
1657,32467,
1612,32470,75
1658,32489,1800.0 watt
1659,32531,
2526,32532,
2213,32554,473.0 millilitre
1660,32562,1500.0 watt
2527,32563,
2335,32564,16.0 fluid ounce
2342,32582,
2528,32584,18.0 volt
1661,32585,
1662,32617,
2529,32618,24.0 volt
1613,32623,350.0 pound
1614,32624,70.0 pound
2530,32646,230.0 volt
1663,32647,
1615,32665,330.0 pound
2531,32668,
1616,32688,30.0 pound
1664,32707,
2532,32708,
1617,32719,300.0 pound
1665,32726,65.0 watt
2533,32727,420.0 volt
2398,32736,24.1 millilitre
2400,32742,
1618,32747,800.0 pound
2534,32769,5.0 volt
1666,32770,
2535,32788,
1667,32789,12.0 watt
2366,32790,
2536,32797,21.0 volt
1668,32803,1700.0 watt
1619,32814,628.0 pound
2537,32822,
2538,32836,
1669,32837,1800.0 watt
2539,32842,
1670,32843,
1620,32849,15.5
1621,32853,120
2540,32860,
1622,32870,25.5 gram
1623,32880,50.0 pound
1671,32886,
2218,32894,32.0 fluid ounce
2541,32896,12.0 volt
2542,32898,12.0 volt
1672,32899,
1673,32904,
2543,32905,
1674,32912,
2544,32913,18.0 volt
2230,32916,750.0 millilitre
2545,32917,
2546,32940,
1675,32955,600.0 watt
2547,32961,6.0 volt
1624,32962,4
2548,32964,5.0 volt
1676,32973,1800.0 watt
2549,32974,
2550,32976,24.0 volt
1625,33000,220.0 pound
2551,33017,
2552,33021,
1677,33022,
1678,33028,
2553,33029,
1626,33055,14619
2554,33083,
1679,33086,12.0 watt
2555,33087,
1627,33104,
2556,33106,
1680,33107,200.0 watt
2557,33109,"[220.0, 240.0] volt"
1681,33110,
1628,33116,180.0 kilogram
1629,33118,300.0 pound
2558,33119,
1630,33128,441
2559,33141,
1682,33142,
1631,33177,330.0 pound
1632,33183,2
1811,33193,177.0 millilitre
2560,33195,
1683,33196,
2561,33197,
1684,33198,350.0 watt
1633,33211,400.0 pound
1634,33229,1248.0 pound
1685,33237,200.0 watt
1686,33270,430.0 watt
1687,33281,
2562,33282,
1688,33286,2.25 watt
2563,33287,12.0 volt
2564,33325,
2565,33357,
1689,33359,16.0 watt
2566,33376,
1690,33378,1000.0 watt
2567,33385,
1691,33386,
1692,33387,
2568,33388,110.0 volt
2569,33398,81.0 volt
1693,33399,
1694,33401,5.0 watt
1635,33441,450.0 pound
2570,33467,
1695,33468,
1696,33492,
2571,33493,
1636,33533,250
1693,33539,473.0 millilitre
1697,33557,3000.0 watt
2572,33562,
1698,33563,
2573,33589,
1699,33590,5700.0 watt
2574,33592,
1700,33593,89.20 watt
1701,33631,65.0 watt
2575,33632,"[220.0, 240.0] volt"
1702,33649,
1703,33659,
2576,33660,
1704,33687,500.0 watt
2577,33688,
1705,33689,21.0 watt
2578,33690,
1706,33702,300.0 watt
1943,33708,
1637,33731,450.0 pound
1707,33768,1200.0 watt
2579,33769,
1708,33787,
2580,33789,
1638,33796,180.0 pound
1709,33812,
2581,33814,
2582,33834,"[220.0, 240.0] volt"
1710,33835,
1990,33849,100.0 millilitre
1639,33851,220.0 pound
1711,33862,
1712,33868,
2583,33869,110.0 volt
1713,33875,12000.0 watt
2584,33876,190.0 volt
1714,33878,
2585,33880,
1715,33884,0.90 watt
2586,33885,85308.0 volt
1640,33932,220.0 pound
1641,33947,265
1642,33953,180.0 kilogram
2587,33967,
2588,33972,"[220.0, 240.0] volt"
1840,33975,
1716,33982,
2589,33983,12.0 volt
1717,33989,
1718,33995,30.0 watt
2590,33997,
2591,34003,
1875,34006,330.0 millilitre
1719,34009,2.0 kilowatt
1904,34026,440.0 millilitre
1643,34036,500.0 pound
2592,34039,18.0 volt
1911,34049,
1720,34055,
2593,34056,
2594,34058,
1721,34059,
2595,34077,
1722,34078,950.0 watt
1900,34081,110.0 millilitre
1886,34083,354.0 millilitre
1644,34084,330.0 pound
1645,34119,265.0 pound
2596,34121,
1723,34122,7.0 watt
865,34129,330.0 millilitre
1646,34135,25.0 pound
1647,34154,200.0 kilogram
1724,34177,1500.0 watt
2597,34178,
1648,34182,
1649,34194,75.0 pound
2598,34195,
1650,34198,200.0 pound
2599,34202,
1725,34203,41.0 watt
2600,34204,21.0 volt
1651,34205,330.0 pound
1652,34207,17.4
1653,34210,35.0 pound
2601,34211,
1726,34217,600.0 watt
2602,34218,
2603,34238,18.0 volt
2604,34244,18.0 volt
1654,34249,20
1655,34257,30.0 kilogram
1656,34286,55
2605,34294,
1727,34295,
1728,34296,600.0 watt
2606,34298,220.0 volt
1729,34319,1250.0 watt
1657,34327,75.0 pound
2607,34333,10.0 volt
2608,34341,5.0 volt
1658,34342,150.0 kilogram
1659,34394,180
1660,34398,600.0 pound
2609,34418,120.0 volt
1730,34419,
1731,34431,2000.0 watt
2610,34477,24.0 volt
1732,34481,
2611,34482,
1661,34503,75
69,34523,
1733,34530,
2612,34531,20.0 volt
1662,34537,770.0 pound
1663,34560,300.0 pound
1734,34573,
2613,34574,
1664,34576,110.0 pound
1735,34581,
2614,34582,
2615,34594,24.0 volt
1665,34610,220.0 pound
1666,34617,150.0 kilogram
691,34626,90.0 millilitre
1667,34637,3
1736,34639,
2616,34640,
2617,34650,12.0 volt
1737,34651,
2618,34652,
1668,34686,35.0 pound
2619,34697,
1738,34713,
2620,34714,
617,34717,355.0 millilitre
2621,34726,12.0 volt
1739,34727,
1669,34757,1500.0 pound
2622,34760,18.0 volt
1670,34764,11.5
2623,34769,12.0 volt
1740,34770,2.21 watt
2624,34787,
1741,34788,
1671,34794,230.0 gram
1672,34813,300.0 pound
1673,34833,138.0 pound
1742,34843,
2625,34844,
2626,34872,
2627,34890,
1674,34894,2.7 kilogram
1743,34902,
2628,34903,12.0 volt
2629,34906,
1744,34907,
2630,34943,
1745,34944,
1675,34978,660.0 pound
372,34983,
374,34984,
2631,35002,
1746,35003,
1676,35019,150.0 kilogram
382,35042,163.0 millilitre
1677,35053,220.0 pound
412,35057,330.0 millilitre
2632,35062,
1678,35077,16.8 pound
2633,35078,120.0 volt
1679,35082,220.0 pound
1680,35090,265.0 pound
1747,35095,
2634,35096,
1748,35103,1.0 watt
273,35131,45.0 millilitre
2635,35143,
1749,35144,49.0 watt
281,35145,264.0 millilitre
1750,35168,131881.0 watt
1681,35175,330.0 pound
1682,35176,45.0 pound
1683,35180,35.0 pound
1684,35199,20.0 pound
324,35208,
318,35217,
2636,35222,12.0 volt
1685,35236,400.0 pound
520,35247,
2637,35259,
1751,35260,
1686,35261,
1687,35294,35.0 pound
1688,35295,130.0 kilogram
1689,35312,220
1752,35360,1.08 watt
2638,35361,80151.0 volt
426,35365,
430,35379,237.0 millilitre
2639,35387,
1753,35388,
1690,35437,700.0 pound
1754,35440,1500.0 watt
2640,35441,
461,35463,
1755,35483,550.0 watt
2641,35487,
1756,35488,800.0 watt
1757,35502,600.0 watt
2642,35508,
1758,35510,
2643,35515,18.0 volt
1691,35531,265.0 pound
2644,35533,
1759,35534,1000.0 watt
2645,35545,
1760,35546,5.0 watt
2646,35553,
1761,35554,
2647,35592,
1692,35609,450.0 pound
1762,35652,100.0 watt
2648,35683,118.0 volt
1693,35688,120.0 kilogram
2649,35696,
1763,35697,120.0 watt
1764,35712,65.0 watt
1765,35734,2000.0 watt
1766,35768,
1767,35781,
2650,35782,
2651,35792,12.0 volt
1768,35793,
375,35801,
2652,35806,
1769,35807,
1694,35808,150.0 kilogram
1770,35817,0.60 watt
2653,35818,12.0 volt
1695,35823,65.0 pound
1696,35842,33.0 pound
734,35878,355.0 millilitre
1697,35883,330.0 pound
2654,35898,
1771,35899,31.0 watt
1698,35923,830.0 pound
2655,35924,12.0 volt
2656,35938,
1772,35939,1800.0 watt
1773,35958,
2657,35979,
1774,35983,
622,36000,240.0 millilitre
2658,36001,
1775,36002,
1776,36003,800.0 watt
2659,36004,110.0 volt
631,36005,750.0 millilitre
2660,36006,
1777,36007,
1778,36011,26.0 watt
581,36016,500.0 millilitre
2661,36023,220.0 volt
1779,36024,900.0 watt
1699,36055,4
1700,36069,180
1701,36075,220.0 pound
1780,36106,
2662,36107,
651,36116,709.0 millilitre
1781,36136,3.44 watt
2663,36137,
664,36142,
2664,36160,
1782,36161,
2665,36174,
1783,36175,
29,36176,
1784,36178,5.0 watt
2666,36179,
2667,36190,220.0 volt
1785,36191,
252,36231,
2668,36241,
1702,36245,3.8 pound
1703,36264,18000.0 pound
1786,36277,1400.0 watt
2669,36278,
1787,36281,200.0 watt
1704,36296,60.0 kilogram
2670,36305,5.0 volt
1788,36325,
2671,36326,5.0 volt
1789,36328,32.0 watt
2672,36329,
1790,36330,
2673,36331,
1705,36332,2
2674,36333,120.0 volt
1791,36335,
1706,36354,33.0 pound
2675,36355,21.0 volt
1792,36356,60.0 watt
1793,36360,24.0 watt
1707,36362,220.0 pound
1794,36392,
2676,36394,
1795,36400,
1708,36408,250.0 pound
1709,36411,40
1796,36423,
2677,36424,
1710,36446,109.0 gram
2678,36448,
1711,36452,15.0 kilogram
2679,36457,
1797,36458,
1712,36479,120.0 pound
1798,36486,
2680,36487,
3387,36521,750.0 millilitre
1713,36539,350
1799,36571,100.0 watt
2681,36572,
1714,36575,330.0 pound
2682,36650,
3618,36658,1473.0 millilitre
2683,36659,
1800,36660,145.0 watt
1801,36670,1.26 watt
2684,36671,50101.0 volt
1802,36680,
2685,36681,110.0 volt
1715,36704,300.0 pound
1716,36709,150.0 kilogram
1803,36712,
2686,36713,
1804,36739,50.0 watt
2687,36740,
2688,36762,
3819,36776,
2689,36778,
1805,36779,1800.0 watt
2690,36790,
1806,36791,3700.0 watt
1717,36873,30.0 pound
1807,36874,550.0 watt
2689,36886,
2845,36909,235.0 millilitre
2851,36929,
1808,36936,
2691,36937,
1718,36940,800.0 pound
1809,36958,
2692,36959,
1810,36976,
2693,36977,
1719,36981,5.0 kilogram
1811,36983,
2694,36984,
1720,36998,500.0 pound
2695,37042,
2696,37043,14.90 volt
1721,37056,3
1812,37063,
2697,37064,
1722,37073,50.0 pound
2698,37077,
2699,37102,
1813,37103,60.0 watt
2700,37109,12.0 volt
1814,37110,
1723,37111,440.0 pound
1724,37152,400.0 pound
1815,37176,1700.0 watt
2701,37177,
1725,37190,60.0 kilogram
2702,37198,
1816,37208,
2703,37209,110.0 volt
2704,37215,
3135,37229,2.0 millilitre
1726,37300,300.0 pound
2705,37316,
1817,37317,
2706,37342,
1818,37343,
1727,37346,264.0 pound
1819,37365,
2707,37366,
1728,37370,48.0 ton
2708,37377,
1729,37383,800.0 pound
2709,37399,50101.0 volt
1820,37400,1.26 watt
2710,37406,
1821,37407,140.0 watt
2711,37413,12.0 volt
1822,37414,
2970,37423,
1730,37425,120
1731,37457,33.0 pound
2910,37465,
2712,37470,
1823,37471,
1732,37494,11.0 pound
2713,37516,
1824,37517,
1733,37566,150.0 pound
3053,37601,
2714,37604,24.0 volt
2715,37628,20.0 volt
1825,37629,
1734,37644,50.0 kilogram
1826,37661,1200.0 watt
2716,37662,
2717,37667,24.0 volt
1827,37668,300.0 watt
2718,37669,12.0 volt
1735,37713,265.0 pound
1736,37732,3.5 pound
1737,37766,0
3306,37775,18.0 fluid ounce
2719,37780,
1828,37782,0.0 watt
2720,37798,17230.0 volt
1829,37799,1270.0 watt
1738,37804,120.0 pound
1739,37811,15.0 kilogram
1830,37834,2000.0 watt
1740,37836,260.0 pound
1741,37844,330.0 pound
2721,37852,
1831,37853,1700.0 watt
2564,37856,118.0 millilitre
1832,37862,1200.0 watt
2722,37863,
2723,37869,115.0 volt
1833,37870,
1742,37873,375.0 pound
1743,37874,300.0 kilogram
1744,37882,550.0 pound
1745,37914,
1834,37933,
2724,37948,115.0 volt
2725,37975,18.0 volt
2726,37978,24.0 volt
1835,37979,1.20 watt
1746,37987,
1836,37988,
2727,37990,
2728,37999,
1837,38013,65.0 watt
1747,38039,2272
1748,38048,60.0 pound
1838,38055,
2729,38056,20.0 volt
2730,38122,
2731,38128,21.0 volt
1839,38147,
2732,38148,
1840,38154,
2733,38155,
2734,38160,12.0 volt
2735,38162,"[220.0, 240.0] volt"
1841,38163,
1842,38167,
2736,38169,
1843,38181,
2737,38183,
1749,38186,220.0 pound
2738,38187,
2739,38189,
1844,38190,
2740,38195,
1845,38196,
1750,38207,110.0 kilogram
1751,38244,35.0 pound
1846,38258,600.0 watt
3651,38283,
2741,38305,
1847,38309,
2742,38310,110.0 volt
1752,38320,
1848,38340,519.0 watt
2743,38341,
2744,38347,3.02 volt
2745,38354,
3702,38383,
1849,38396,
3728,38401,250.0 millilitre
1850,38428,
1753,38430,220.0 pound
2746,38481,
1851,38482,
1754,38488,
1852,38498,
2747,38523,110.0 volt
1853,38524,300.0 watt
1755,38541,220.0 pound
1756,38546,
1757,38547,150.0 kilogram
2748,38548,
1854,38549,750.0 watt
1855,38555,300.0 watt
2749,38558,
1758,38560,231.0 pound
2750,38568,
1856,38580,
2751,38581,85.0 volt
1759,38594,132.0 pound
1760,38599,220.0 pound
3713,38625,30.0 millilitre
1761,38626,100.0 kilogram
1857,38659,
2752,38660,19000.0 volt
1762,38690,331.0 pound
1858,38703,4.80 watt
2753,38704,24.0 volt
1859,38734,
2754,38738,
1860,38739,13.0 watt
1763,38751,350.0 pound
1861,38752,1500.0 watt
1764,38764,
2755,38765,
1862,38768,
2756,38770,"[220.0, 240.0] volt"
2757,38771,
1863,38772,800.0 watt
1864,38786,
2758,38787,
2606,38817,
1765,38822,265
1766,38837,66.0 pound
2880,38863,3.0 gallon
3206,38874,750.0 millilitre
2759,38882,2.0 volt
1767,38890,330.0 pound
1865,38920,
2760,38921,
1768,38929,330.0 pound
1769,38930,220.0 pound
2761,38953,5.0 volt
1770,38978,3000.0 pound
1866,38995,96.0 watt
1771,39002,5762
2762,39021,3.70 volt
1772,39034,132.0 pound
1773,39038,20.0 pound
2763,39088,41.50 volt
2764,39113,
1867,39114,24.0 watt
1868,39121,
2765,39122,
2766,39126,
1869,39127,
1774,39132,800.0 pound
2767,39152,12.0 volt
2768,39156,36.0 volt
2769,39181,
1870,39182,1500.0 watt
1775,39207,10.0 kilogram
1776,39208,450.0 pound
2901,39234,
1777,39240,
1778,39241,44
1871,39242,
2996,39259,1.0 gallon
1779,39268,150580
1780,39270,220.0 pound
1781,39271,165.0 pound
2770,39274,"[220.0, 240.0] volt"
1872,39275,150.0 watt
2771,39307,
2772,39313,
1873,39314,
1874,39329,40.0 watt
2773,39330,110.0 volt
1782,39342,300.0 pound
1783,39350,400.0 pound
1784,39366,350.0 pound
1785,39385,450.0 pound
3153,39392,2.0 centilitre
2774,39397,
2775,39404,1.20 volt
2776,39406,12.0 volt
1786,39407,
1787,39436,50
3187,39441,
1875,39445,1400.0 watt
1788,39456,320
1876,39471,
2777,39472,
2778,39477,
1789,39480,14619
1790,39489,33
2779,39498,
1877,39499,
1791,39541,265.0 pound
1878,39562,5.0 watt
2780,39564,
1879,39586,
2781,39587,115.0 volt
1880,39588,700.0 watt
1792,39616,33.0 pound
2782,39628,20.0 volt
2783,39634,
1793,39644,250.0 pound
2783,39661,500.0 millilitre
2784,39672,
1881,39673,
2879,39678,
1794,39680,12.0 kilogram
1882,39698,
2785,39699,
2786,39721,7.40 volt
1883,39722,
2787,39723,2.40 volt
1795,39753,22.0 ton
1796,39759,13216
3791,39825,
1884,39841,
2788,39842,
3462,39853,473.0 millilitre
1797,39861,220.0 pound
1798,39865,5
1885,39870,
2789,39871,110.0 volt
2790,39877,
1886,39878,
2791,39887,2.0 volt
1887,39888,
1799,39907,1180.0 kilogram
3627,39921,33.8 fluid ounce
1888,39940,1.80 watt
2792,39941,12.0 volt
1889,39963,
3568,39966,473.0 millilitre
3581,39971,750.0 millilitre
2793,39974,18.0 volt
1890,39991,4.0 watt
2794,39992,110.0 volt
2795,39993,2.0 volt
1891,39997,
2796,39998,
1892,40003,
2797,40004,
2798,40008,
2799,40027,
2800,40038,120.0 volt
1893,40039,40.0 watt
2801,40069,
1800,40078,509
1801,40103,900.0 pound
2802,40110,"[220.0, 240.0] volt"
1894,40112,
3756,40118,
2803,40122,
1802,40148,250.0 pound
2804,40161,
3423,40178,
2805,40179,
1895,40180,
1803,40193,15.0 kilogram
1896,40202,
2806,40203,18.0 volt
2807,40205,4.40 volt
1804,40225,265.0 pound
1897,40244,51.0 watt
2808,40245,
2809,40247,2.40 volt
1898,40266,
2810,40267,
1899,40285,
2811,40286,
1805,40299,38
1806,40317,180.0 pound
1807,40332,150.0 kilogram
2812,40368,
1900,40371,
2813,40372,
1901,40377,1500.0 watt
2814,40379,
1902,40390,1700.0 watt
2815,40391,
2816,40401,
1903,40424,1200.0 watt
2817,40425,
1904,40427,
1808,40428,
1905,40434,400.0 watt
2818,40468,251.0 volt
1906,40469,5.40 watt
2819,40480,20.0 volt
1907,40481,
3704,40495,355.0 millilitre
1908,40506,
2820,40507,
1809,40524,660
3696,40530,50.0 millilitre
2821,40566,21.0 volt
1909,40583,2200.0 watt
2822,40584,
1910,40602,1200.0 watt
2823,40618,
2824,40633,
1911,40634,
2825,40640,
2826,40657,
1912,40658,
1810,40660,15.0 pound
1811,40681,
1913,40697,
2827,40698,
2973,40699,12.0 fluid ounce
1914,40709,1500.0 watt
2828,40710,
1812,40716,66.1 pound
1813,40719,400.0 pound
1814,40763,2.0 gram
2829,40770,
1915,40786,1000.0 watt
2830,40787,
3323,40790,15.0 millilitre
1815,40823,39
1816,40826,276
1916,40836,28.75 watt
2831,40837,120.0 volt
1917,40840,600.0 watt
2832,40855,
1817,40857,220.0 pound
1818,40883,24
1918,40896,1800.0 watt
2833,40897,
1819,40937,79.8 kilogram
2834,40946,
2835,40947,
2836,40956,5.0 volt
2837,40962,110.0 volt
1919,40963,500.0 watt
1820,41022,220.0 pound
1821,41044,1000.0 pound
1920,41099,750.0 watt
2838,41101,
346,41102,237.0 millilitre
1921,41153,
2839,41156,
1922,41157,1350.0 watt
1822,41160,40.0 pound
1823,41177,100.0 kilogram
2840,41179,
2841,41180,12.0 volt
1923,41181,1.30 watt
2842,41186,18.0 volt
1824,41194,100.0 kilogram
1825,41207,220.0 pound
1924,41208,130.0 watt
1826,41229,5.0 ton
1827,41250,220.0 pound
2843,41268,
1828,41270,24.0 pound
2844,41278,120.0 volt
2845,41296,24.0 volt
1925,41297,5.0 watt
2846,41333,56.0 volt
1926,41334,2.40 watt
1829,41335,132.0 pound
2847,41338,4.20 volt
1927,41339,
2848,41340,120.0 volt
2849,41350,20.0 volt
1928,41355,
2850,41356,
3,41358,
2851,41361,1.35 volt
1830,41364,
1831,41373,225.0 pound
1832,41375,48.2 ton
204,41376,330.0 millilitre
1833,41410,5.0 kilogram
1834,41422,250.0 kilogram
1835,41427,176.0 pound
244,41432,160.0 fluid ounce
1929,41434,
2852,41436,
264,41440,355.0 millilitre
1836,41464,22.0 pound
1885,41474,330.0 millilitre
2853,41484,12.0 volt
1837,41491,120
